WorkerId,AssignmentStatus,Input.CONFIG,Answer.annotations,Answer.feedback 
mt:e2ab7aab58e11bdd:b596606fb736abe060387c60da84661e65b7744e1b8ccbbb55cd6b5fc4882e16,Submitted,face-monk-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Faces/IJB-C/m7-3.jpg"", ""lowerBound"": 0.443010752688172, ""upperBound"": 0.521505376344086}, {""itemId"": ""data/Faces/IJB-C/m3-3.jpg"", ""lowerBound"": 0.25268817204301075, ""upperBound"": 0.3655913978494624}, {""itemId"": ""data/Faces/IJB-C/m8-2.jpg"", ""lowerBound"": 0.4150537634408602, ""upperBound"": 0.6537634408602151}, {""itemId"": ""data/Faces/IJB-C/m2-2.jpg"", ""lowerBound"": 0.278494623655914, ""upperBound"": 0.3903225806451613}, {""itemId"": ""data/Faces/IJB-C/m5-8.jpg"", ""lowerBound"": 0.25053763440860216, ""upperBound"": 0.45698924731182794}, {""itemId"": ""data/Faces/IJB-C/m5-4.jpg"", ""lowerBound"": 0.267741935483871, ""upperBound"": 0.4505376344086022}], ""selfReport"": {""lowerBound"": 0.10215053763440861, ""upperBound"": 0.2086021505376344}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""agree"", ""likert2"": ""disagree"", ""likert3"": ""agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 53, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:e2ab7aab58e11bdd:b596606fb736abe060387c60da84661e65b7744e1b8ccbbb55cd6b5fc4882e16"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:d445959ef1b9c2bf:a25fff38f6ee39af650efa38448d04e7d3de80af74b066f5d50a45b524eaae44,Submitted,face-monk-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Faces/IJB-C/m7-3.jpg"", ""lowerBound"": 0.5827956989247312, ""upperBound"": 0.6537634408602151}, {""itemId"": ""data/Faces/IJB-C/m3-3.jpg"", ""lowerBound"": 0.6064516129032258, ""upperBound"": 0.7064516129032258}, {""itemId"": ""data/Faces/IJB-C/m8-2.jpg"", ""lowerBound"": 0.6602150537634408, ""upperBound"": 0.7301075268817204}, {""itemId"": ""data/Faces/IJB-C/m2-2.jpg"", ""lowerBound"": 0.4161290322580645, ""upperBound"": 0.4881720430107527}, {""itemId"": ""data/Faces/IJB-C/m5-8.jpg"", ""lowerBound"": 0.32365591397849464, ""upperBound"": 0.4698924731182796}, {""itemId"": ""data/Faces/IJB-C/m5-4.jpg"", ""lowerBound"": 0.4806451612903226, ""upperBound"": 0.556989247311828}], ""selfReport"": {""lowerBound"": 0.2817204301075269, ""upperBound"": 0.43870967741935485}, ""surveyResults"": {""likert0"": ""strong_agree"", ""likert1"": ""agree"", ""likert2"": ""neutral"", ""likert3"": ""strong_agree"", ""likert4"": ""strong_agree""}, ""demographics"": {""age"": 45, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:d445959ef1b9c2bf:a25fff38f6ee39af650efa38448d04e7d3de80af74b066f5d50a45b524eaae44"", ""condition"": ""mt"", ""exitComments"": ""No comments other than this was really interesting in general, and that skin tones vary so much despite someone's racial background."", ""completed"": true}","No comments other than this was really interesting in general, and that skin tones vary so much despite someone's racial background."
mt:472514ac6ce060b0:d702049876147b4f5b8d45f9dbdcfa2e0175f32aa6575794e1d2ff60d42fcee4,Submitted,face-monk-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Faces/IJB-C/m7-3.jpg"", ""lowerBound"": 0.3369175572549143, ""upperBound"": 0.6111111056420111}, {""itemId"": ""data/Faces/IJB-C/m3-3.jpg"", ""lowerBound"": 0.34767024542695735, ""upperBound"": 0.4530465895129788}, {""itemId"": ""data/Faces/IJB-C/m8-2.jpg"", ""lowerBound"": 0.4906809981151294, ""upperBound"": 0.5089605680076025}, {""itemId"": ""data/Faces/IJB-C/m2-2.jpg"", ""lowerBound"": 0.2799283099430864, ""upperBound"": 0.7799283099430864}, {""itemId"": ""data/Faces/IJB-C/m5-8.jpg"", ""lowerBound"": 0.4982078798355595, ""upperBound"": 0.5476702454269573}, {""itemId"": ""data/Faces/IJB-C/m5-4.jpg"", ""lowerBound"": 0.33906809488932294, ""upperBound"": 0.5917562669323336}], ""selfReport"": {""lowerBound"": 0.52831540671728, ""upperBound"": 1}, ""surveyResults"": {""likert0"": ""strong_agree"", ""likert1"": ""agree"", ""likert2"": ""agree"", ""likert3"": ""strong_agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 38, ""gender"": [""female""], ""race"": [""white""]}, ""participantId"": ""mt:472514ac6ce060b0:d702049876147b4f5b8d45f9dbdcfa2e0175f32aa6575794e1d2ff60d42fcee4"", ""condition"": ""mt"", ""exitComments"": ""GOOD"", ""completed"": true}",GOOD
mt:bb50801ca3521d3b:7227a3097e3c7e28deb8272d02c888c90fd5e8ab2d9b5bdc6e51664ecaf05a7c,Submitted,face-monk-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Faces/IJB-C/m7-3.jpg"", ""lowerBound"": 0.6180645030031922, ""upperBound"": 0.713763427734375}, {""itemId"": ""data/Faces/IJB-C/m3-3.jpg"", ""lowerBound"": 0.5331182664440525, ""upperBound"": 0.6051612771967406}, {""itemId"": ""data/Faces/IJB-C/m8-2.jpg"", ""lowerBound"": 0.65999998687416, ""upperBound"": 0.7395698793472782}, {""itemId"": ""data/Faces/IJB-C/m2-2.jpg"", ""lowerBound"": 0.27397848149781584, ""upperBound"": 0.33204299762684814}, {""itemId"": ""data/Faces/IJB-C/m5-8.jpg"", ""lowerBound"": 0.3363440728956653, ""upperBound"": 0.36537633096018146}, {""itemId"": ""data/Faces/IJB-C/m5-4.jpg"", ""lowerBound"": 0.32129030945480513, ""upperBound"": 0.3933333202074933}], ""selfReport"": {""lowerBound"": 0.3395698793472782, ""upperBound"": 0.4374193417128696}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""agree"", ""likert2"": ""agree"", ""likert3"": ""agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 29, ""gender"": [""male""], ""race"": [""latino""]}, ""participantId"": ""mt:bb50801ca3521d3b:7227a3097e3c7e28deb8272d02c888c90fd5e8ab2d9b5bdc6e51664ecaf05a7c"", ""condition"": ""mt"", ""exitComments"": ""none"", ""completed"": true}",none
mt:18b17488ca25875c:c0430af8b5c382be2371c9554212bfd07cc9ffd66fefe6a1d2ec1a1f2656efa2,Approved,skin-fitz-ld-g-1.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/abd80d96eade01f32e5bf22a33a735b5.jpg"", ""lowerBound"": 0.0956989247311828, ""upperBound"": 0.26129032258064516}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.5838709677419355, ""upperBound"": 0.7419354838709677}, {""itemId"": ""data/Skin_Condition/a39ec3b1f22c08a421fa20535e037bba.jpg"", ""lowerBound"": 0.26881720430107525, ""upperBound"": 0.3978494623655914}, {""itemId"": ""data/Skin_Condition/6e7d4fbd43fdfa20e22779d9670762a5.jpg"", ""lowerBound"": 0.7473118279569892, ""upperBound"": 0.8989247311827957}, {""itemId"": ""data/Skin_Condition/402710d6e3faf2056bde80b7436f2a3a.jpg"", ""lowerBound"": 0.7021505376344086, ""upperBound"": 0.875268817204301}, {""itemId"": ""data/Skin_Condition/0a94359e7eaacd7178e06b2823777789.jpg"", ""lowerBound"": 0.1053763440860215, ""upperBound"": 0.18924731182795698}], ""selfReport"": {""lowerBound"": 0.2537634408602151, ""upperBound"": 0.36236559139784946}, ""surveyResults"": {""likert0"": ""strong_agree"", ""likert1"": ""agree"", ""likert2"": ""agree"", ""likert3"": ""agree"", ""likert4"": ""strong_agree""}, ""demographics"": {""age"": 38, ""gender"": [""male""], ""race"": [""latino""]}, ""participantId"": ""mt:18b17488ca25875c:c0430af8b5c382be2371c9554212bfd07cc9ffd66fefe6a1d2ec1a1f2656efa2"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:cbe5dac14fd335e2:9d03d4916159ba8248d3f993d1338bd40c3bfeaf493b2f1c62f142d72c4467e6,Approved,skin-fitz-ld-g-1.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/abd80d96eade01f32e5bf22a33a735b5.jpg"", ""lowerBound"": 0.4050179102087534, ""upperBound"": 0.8899641467678931}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.5770609209614416, ""upperBound"": 0.5985662973055276}, {""itemId"": ""data/Skin_Condition/a39ec3b1f22c08a421fa20535e037bba.jpg"", ""lowerBound"": 0.4017921037571405, ""upperBound"": 0.4405017811764953}, {""itemId"": ""data/Skin_Condition/6e7d4fbd43fdfa20e22779d9670762a5.jpg"", ""lowerBound"": 0.5523297381657426, ""upperBound"": 0.5996415661227319}, {""itemId"": ""data/Skin_Condition/402710d6e3faf2056bde80b7436f2a3a.jpg"", ""lowerBound"": 0.7007168349399362, ""upperBound"": 0.7544802758001512}, {""itemId"": ""data/Skin_Condition/0a94359e7eaacd7178e06b2823777789.jpg"", ""lowerBound"": 0.08243726504746304, ""upperBound"": 0.11577059838079637}], ""selfReport"": {""lowerBound"": 0.9258064516129032, ""upperBound"": 1}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""strong_agree"", ""likert2"": ""agree"", ""likert3"": ""strong_agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 25, ""gender"": [""male""], ""race"": [""latino""]}, ""participantId"": ""mt:cbe5dac14fd335e2:9d03d4916159ba8248d3f993d1338bd40c3bfeaf493b2f1c62f142d72c4467e6"", ""condition"": ""mt"", ""exitComments"": ""nice"", ""completed"": true}",nice
mt:4e25c631e749c59c:2023ffc75b944a8e6623762c38dfc25ec9124bc315a790d1d917b3317605aedd,Approved,skin-fitz-ld-g-1.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/abd80d96eade01f32e5bf22a33a735b5.jpg"", ""lowerBound"": 0.26881720430107525, ""upperBound"": 0.40860215053763443}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.5806451612903226, ""upperBound"": 0.7365591397849462}, {""itemId"": ""data/Skin_Condition/a39ec3b1f22c08a421fa20535e037bba.jpg"", ""lowerBound"": 0.4118279569892473, ""upperBound"": 0.5673835016066028}, {""itemId"": ""data/Skin_Condition/6e7d4fbd43fdfa20e22779d9670762a5.jpg"", ""lowerBound"": 0.817921136015205, ""upperBound"": 0.9222222112840222}, {""itemId"": ""data/Skin_Condition/402710d6e3faf2056bde80b7436f2a3a.jpg"", ""lowerBound"": 0.328673824187248, ""upperBound"": 0.67168457687542}, {""itemId"": ""data/Skin_Condition/0a94359e7eaacd7178e06b2823777789.jpg"", ""lowerBound"": 0.3491039317141297, ""upperBound"": 0.7071684478431619}], ""selfReport"": {""lowerBound"": 0.4268817204301075, ""upperBound"": 0.5752688172043011}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""neutral"", ""likert2"": ""agree"", ""likert3"": ""neutral"", ""likert4"": ""agree""}, ""demographics"": {""age"": 25, ""gender"": [""male""], ""race"": [""asian""]}, ""participantId"": ""mt:4e25c631e749c59c:2023ffc75b944a8e6623762c38dfc25ec9124bc315a790d1d917b3317605aedd"", ""condition"": ""mt"", ""exitComments"": ""nice"", ""completed"": true}",nice
mt:ec4b90748ce1545f:c67321ae6ca9608dbce59eea6a33a32c617c40534ad08709a6da445966feae98,Approved,skin-fitz-ld-g-1.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/abd80d96eade01f32e5bf22a33a735b5.jpg"", ""lowerBound"": 0.5827956989247312, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/a39ec3b1f22c08a421fa20535e037bba.jpg"", ""lowerBound"": 0.0978494623655914, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/6e7d4fbd43fdfa20e22779d9670762a5.jpg"", ""lowerBound"": 0.9, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/402710d6e3faf2056bde80b7436f2a3a.jpg"", ""lowerBound"": 0.7419354838709677, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/0a94359e7eaacd7178e06b2823777789.jpg"", ""lowerBound"": 0.10215053763440861, ""upperBound"": 0.1043010752688172}], ""selfReport"": {""lowerBound"": 0.9043010752688172, ""upperBound"": 1}, ""surveyResults"": {""likert0"": ""strong_agree"", ""likert1"": ""agree"", ""likert2"": ""agree"", ""likert3"": ""agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 41, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:ec4b90748ce1545f:c67321ae6ca9608dbce59eea6a33a32c617c40534ad08709a6da445966feae98"", ""condition"": ""mt"", ""exitComments"": ""GOOD"", ""completed"": true}",GOOD
mt:7d8eaa8e227ec9d7:b993ad235857f642624faa3225200e7e8ea21d02e5e11058dae46b17d7e3976e,Approved,skin-fitz-ld-g-1.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/abd80d96eade01f32e5bf22a33a735b5.jpg"", ""lowerBound"": 0.4204301075268817, ""upperBound"": 0.578494623655914}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.7333333333333333, ""upperBound"": 0.7559139784946236}, {""itemId"": ""data/Skin_Condition/a39ec3b1f22c08a421fa20535e037bba.jpg"", ""lowerBound"": 0.4311827956989247, ""upperBound"": 0.7354838709677419}, {""itemId"": ""data/Skin_Condition/6e7d4fbd43fdfa20e22779d9670762a5.jpg"", ""lowerBound"": 0.4204301075268817, ""upperBound"": 0.5946236559139785}, {""itemId"": ""data/Skin_Condition/402710d6e3faf2056bde80b7436f2a3a.jpg"", ""lowerBound"": 0.26344086021505375, ""upperBound"": 0.578494623655914}, {""itemId"": ""data/Skin_Condition/0a94359e7eaacd7178e06b2823777789.jpg"", ""lowerBound"": 0.42473118279569894, ""upperBound"": 0.7387096774193549}], ""selfReport"": {""lowerBound"": 0.4118279569892473, ""upperBound"": 0.5817204301075268}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""agree"", ""likert2"": ""neutral"", ""likert3"": ""agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 48, ""gender"": [""female""], ""race"": [""white""]}, ""participantId"": ""mt:7d8eaa8e227ec9d7:b993ad235857f642624faa3225200e7e8ea21d02e5e11058dae46b17d7e3976e"", ""condition"": ""mt"", ""exitComments"": ""NONE"", ""completed"": true}",NONE
mt:ddee484557dec7e4:06833a12dfc0026fb7905694dadaaf8a54fb5b9e99f006bcce1c8d2557800a9b,Approved,skin-fitz-dl-g-1.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/abd80d96eade01f32e5bf22a33a735b5.jpg"", ""lowerBound"": 0.5935483870967742, ""upperBound"": 0.9064516129032258}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.421505376344086, ""upperBound"": 0.5806451612903226}, {""itemId"": ""data/Skin_Condition/a39ec3b1f22c08a421fa20535e037bba.jpg"", ""lowerBound"": 0.38387096774193546, ""upperBound"": 0.6473118279569893}, {""itemId"": ""data/Skin_Condition/6e7d4fbd43fdfa20e22779d9670762a5.jpg"", ""lowerBound"": 0.1086021505376344, ""upperBound"": 0.22580645161290322}, {""itemId"": ""data/Skin_Condition/402710d6e3faf2056bde80b7436f2a3a.jpg"", ""lowerBound"": 0.24086021505376345, ""upperBound"": 0.4064516129032258}, {""itemId"": ""data/Skin_Condition/0a94359e7eaacd7178e06b2823777789.jpg"", ""lowerBound"": 0.3193548387096774, ""upperBound"": 0.5731182795698925}], ""selfReport"": {""lowerBound"": 0.5838709677419355, ""upperBound"": 0.7322580645161291}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""neutral"", ""likert2"": ""agree"", ""likert3"": ""strong_agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 25, ""gender"": [""male""], ""race"": [""asian""]}, ""participantId"": ""mt:ddee484557dec7e4:06833a12dfc0026fb7905694dadaaf8a54fb5b9e99f006bcce1c8d2557800a9b"", ""condition"": ""mt"", ""exitComments"": ""nice"", ""completed"": true}",nice
mt:3be962e5e824cc4e:04d488ad5e324b7588aaf774333ce9b9560d74071fd38b2832bcc4d99ba100b6,Approved,skin-fitz-dl-g-1.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/abd80d96eade01f32e5bf22a33a735b5.jpg"", ""lowerBound"": 0.7408602150537634, ""upperBound"": 0.8989247311827957}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.26344086021505375, ""upperBound"": 0.5774193548387097}, {""itemId"": ""data/Skin_Condition/a39ec3b1f22c08a421fa20535e037bba.jpg"", ""lowerBound"": 0.578494623655914, ""upperBound"": 0.8870967741935484}, {""itemId"": ""data/Skin_Condition/6e7d4fbd43fdfa20e22779d9670762a5.jpg"", ""lowerBound"": 0.0989247311827957, ""upperBound"": 0.256989247311828}, {""itemId"": ""data/Skin_Condition/402710d6e3faf2056bde80b7436f2a3a.jpg"", ""lowerBound"": 0.1053763440860215, ""upperBound"": 0.4172043010752688}, {""itemId"": ""data/Skin_Condition/0a94359e7eaacd7178e06b2823777789.jpg"", ""lowerBound"": 0.7408602150537634, ""upperBound"": 0.896774193548387}], ""selfReport"": {""lowerBound"": 0.5817204301075268, ""upperBound"": 0.9032258064516129}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""agree"", ""likert2"": ""disagree"", ""likert3"": ""agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 37, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:3be962e5e824cc4e:04d488ad5e324b7588aaf774333ce9b9560d74071fd38b2832bcc4d99ba100b6"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:d9c569a9870fabc2:30afc92bcfa76d19618d7b74861a2cbd0077469a6457430d40fd4f816fe6bbec,Approved,skin-fitz-dl-g-1.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/abd80d96eade01f32e5bf22a33a735b5.jpg"", ""lowerBound"": 0.09516129032258064, ""upperBound"": 0.41774193548387095}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.2629032258064516, ""upperBound"": 0.42311827956989245}, {""itemId"": ""data/Skin_Condition/a39ec3b1f22c08a421fa20535e037bba.jpg"", ""lowerBound"": 0.41774193548387095, ""upperBound"": 0.5779569892473119}, {""itemId"": ""data/Skin_Condition/6e7d4fbd43fdfa20e22779d9670762a5.jpg"", ""lowerBound"": 0.41774193548387095, ""upperBound"": 0.5854838709677419}, {""itemId"": ""data/Skin_Condition/402710d6e3faf2056bde80b7436f2a3a.jpg"", ""lowerBound"": 0.10053763440860215, ""upperBound"": 0.4198924731182796}, {""itemId"": ""data/Skin_Condition/0a94359e7eaacd7178e06b2823777789.jpg"", ""lowerBound"": 0.10161290322580645, ""upperBound"": 0.8983870967741936}], ""selfReport"": {""lowerBound"": 0.10053763440860215, ""upperBound"": 0.42311827956989245}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""strong_agree"", ""likert2"": ""agree"", ""likert3"": ""agree"", ""likert4"": ""neutral""}, ""demographics"": {""age"": 44, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:d9c569a9870fabc2:30afc92bcfa76d19618d7b74861a2cbd0077469a6457430d40fd4f816fe6bbec"", ""condition"": ""mt"", ""exitComments"": ""all is good "", ""completed"": true}",all is good
mt:a644bee6e2f64375:37d473d36cd989e1cda45f2e69c4801f5497cd9f7dee9df3121a88f7d3f3f738,Approved,skin-fitz-dl-g-1.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/abd80d96eade01f32e5bf22a33a735b5.jpg"", ""lowerBound"": 0.9268817204301075, ""upperBound"": 0.9290322580645162}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.41935483870967744, ""upperBound"": 0.4311827956989247}, {""itemId"": ""data/Skin_Condition/a39ec3b1f22c08a421fa20535e037bba.jpg"", ""lowerBound"": 0.7440860215053764, ""upperBound"": 0.7494623655913979}, {""itemId"": ""data/Skin_Condition/6e7d4fbd43fdfa20e22779d9670762a5.jpg"", ""lowerBound"": 0.0913978494623656, ""upperBound"": 0.0913978494623656}, {""itemId"": ""data/Skin_Condition/402710d6e3faf2056bde80b7436f2a3a.jpg"", ""lowerBound"": 0.2591397849462366, ""upperBound"": 0.2591397849462366}, {""itemId"": ""data/Skin_Condition/0a94359e7eaacd7178e06b2823777789.jpg"", ""lowerBound"": 0.8924731182795699, ""upperBound"": 0.8978494623655914}], ""selfReport"": {""lowerBound"": 0.41935483870967744, ""upperBound"": 0.42258064516129035}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""strong_agree"", ""likert2"": ""neutral"", ""likert3"": ""agree"", ""likert4"": ""strong_agree""}, ""demographics"": {""age"": 40, ""gender"": [""female""], ""race"": [""white""]}, ""participantId"": ""mt:a644bee6e2f64375:37d473d36cd989e1cda45f2e69c4801f5497cd9f7dee9df3121a88f7d3f3f738"", ""condition"": ""mt"", ""exitComments"": ""nice study"", ""completed"": true}",nice study
mt:647c3e2c3db09785:c202a17a3382fb8171c8bef0383171e02c650d6156b1c9a0e1be7c0d1f48a127,Approved,skin-fitz-dl-g-1.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/abd80d96eade01f32e5bf22a33a735b5.jpg"", ""lowerBound"": 0.4204301075268817, ""upperBound"": 0.421505376344086}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.4236559139784946, ""upperBound"": 0.4258064516129032}, {""itemId"": ""data/Skin_Condition/a39ec3b1f22c08a421fa20535e037bba.jpg"", ""lowerBound"": 0.5795698924731183, ""upperBound"": 0.7430107526881721}, {""itemId"": ""data/Skin_Condition/6e7d4fbd43fdfa20e22779d9670762a5.jpg"", ""lowerBound"": 0.26021505376344084, ""upperBound"": 0.26129032258064516}, {""itemId"": ""data/Skin_Condition/402710d6e3faf2056bde80b7436f2a3a.jpg"", ""lowerBound"": 0.1881720430107527, ""upperBound"": 0.18924731182795698}, {""itemId"": ""data/Skin_Condition/0a94359e7eaacd7178e06b2823777789.jpg"", ""lowerBound"": 0.5935483870967742, ""upperBound"": 0.8064516129032258}], ""selfReport"": {""lowerBound"": 0.4204301075268817, ""upperBound"": 0.421505376344086}, ""surveyResults"": {""likert0"": ""neutral"", ""likert1"": ""agree"", ""likert2"": ""agree"", ""likert3"": ""neutral"", ""likert4"": ""agree""}, ""demographics"": {""age"": 27, ""gender"": [""female""], ""race"": [""white""]}, ""participantId"": ""mt:647c3e2c3db09785:c202a17a3382fb8171c8bef0383171e02c650d6156b1c9a0e1be7c0d1f48a127"", ""condition"": ""mt"", ""exitComments"": ""good information "", ""completed"": true}",good information
mt:1e4b60af7bd90920:655b79d1160666bc7d1844d7c5200b89c721be97f1a91763734e46c30f9816a2,Approved,skin-monk-ld-g-1.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/abd80d96eade01f32e5bf22a33a735b5.jpg"", ""lowerBound"": 0.21827956989247313, ""upperBound"": 0.22903225806451613}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.5795698924731183, ""upperBound"": 0.6602150537634408}, {""itemId"": ""data/Skin_Condition/a39ec3b1f22c08a421fa20535e037bba.jpg"", ""lowerBound"": 0.22365591397849463, ""upperBound"": 0.310752688172043}, {""itemId"": ""data/Skin_Condition/6e7d4fbd43fdfa20e22779d9670762a5.jpg"", ""lowerBound"": 0.5795698924731183, ""upperBound"": 0.6698924731182796}, {""itemId"": ""data/Skin_Condition/402710d6e3faf2056bde80b7436f2a3a.jpg"", ""lowerBound"": 0.7602150537634409, ""upperBound"": 0.7806451612903226}, {""itemId"": ""data/Skin_Condition/0a94359e7eaacd7178e06b2823777789.jpg"", ""lowerBound"": 0.12258064516129032, ""upperBound"": 0.14193548387096774}], ""selfReport"": {""lowerBound"": 0.31290322580645163, ""upperBound"": 0.4010752688172043}, ""surveyResults"": {""likert0"": ""strong_agree"", ""likert1"": ""agree"", ""likert2"": ""agree"", ""likert3"": ""strong_agree"", ""likert4"": ""strong_agree""}, ""demographics"": {""age"": 53, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:1e4b60af7bd90920:655b79d1160666bc7d1844d7c5200b89c721be97f1a91763734e46c30f9816a2"", ""condition"": ""mt"", ""exitComments"": ""Nothing to add - thank you."", ""completed"": true}",Nothing to add - thank you.
mt:dfb885863fb69627:9977fdef80cf84f732105d765f6695843a9989a3136c8bb91af8b9e2505358cc,Approved,skin-monk-ld-g-1.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/abd80d96eade01f32e5bf22a33a735b5.jpg"", ""lowerBound"": 0.18064516129032257, ""upperBound"": 0.8989247311827957}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.27419354838709675, ""upperBound"": 0.8978494623655914}, {""itemId"": ""data/Skin_Condition/a39ec3b1f22c08a421fa20535e037bba.jpg"", ""lowerBound"": 0.27419354838709675, ""upperBound"": 0.8989247311827957}, {""itemId"": ""data/Skin_Condition/6e7d4fbd43fdfa20e22779d9670762a5.jpg"", ""lowerBound"": 0.26666666666666666, ""upperBound"": 0.8989247311827957}, {""itemId"": ""data/Skin_Condition/402710d6e3faf2056bde80b7436f2a3a.jpg"", ""lowerBound"": 0.1870967741935484, ""upperBound"": 0.9}, {""itemId"": ""data/Skin_Condition/0a94359e7eaacd7178e06b2823777789.jpg"", ""lowerBound"": 0.15913978494623657, ""upperBound"": 0.9010752688172043}], ""selfReport"": {""lowerBound"": 0.1817204301075269, ""upperBound"": 0.9}, ""surveyResults"": {""likert0"": ""neutral"", ""likert1"": ""agree"", ""likert2"": ""neutral"", ""likert3"": ""agree"", ""likert4"": ""neutral""}, ""demographics"": {""age"": 35, ""gender"": [""female""], ""race"": [""white""]}, ""participantId"": ""mt:dfb885863fb69627:9977fdef80cf84f732105d765f6695843a9989a3136c8bb91af8b9e2505358cc"", ""condition"": ""mt"", ""exitComments"": ""no"", ""completed"": true}",no
